OpenJDK 64-Bit Server VM (24.95-b01) for linux-amd64 JRE (1.7.0_95-b00), built on Jan 21 2016 03:31:40 by "buildd" with gcc 4.8.4
Memory: 4k page, physical 4048216k(2715072k free), swap 0k(0k free)
CommandLine flags: -XX:+CMSClassUnloadingEnabled -XX:+CMSScavengeBeforeRemark -XX:+DisableExplicitGC -XX:InitialHeapSize=1073741824 -XX:+ManagementServer -XX:MaxHeapSize=1073741824 -XX:MaxNewSize=174485504 -XX:MaxTenuringThreshold=6 -XX:NewSize=174485504 -XX:OldPLABSize=16 -XX:OldSize=348971008 -XX:+PrintGC -XX:+PrintGCDateStamps -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:+UseCompressedOops -XX:+UseConcMarkSweepGC -XX:+UseParNewGC 
2016-04-03T19:02:38.440+0000: 4.951: [GC [1 CMS-initial-mark: 0K(878208K)] 81828K(1031552K), 0.0210400 secs] [Times: user=0.02 sys=0.00, real=0.03 secs] 
2016-04-03T19:02:38.461+0000: 4.973: [CMS-concurrent-mark-start]
2016-04-03T19:02:38.489+0000: 5.001: [CMS-concurrent-mark: 0.028/0.028 secs] [Times: user=0.03 sys=0.00, real=0.02 secs] 
2016-04-03T19:02:38.489+0000: 5.001: [CMS-concurrent-preclean-start]
2016-04-03T19:02:38.555+0000: 5.067: [CMS-concurrent-preclean: 0.049/0.066 secs] [Times: user=0.07 sys=0.00, real=0.07 secs] 
2016-04-03T19:02:38.556+0000: 5.067: [CMS-concurrent-abortable-preclean-start]
 CMS: abort preclean due to time 2016-04-03T19:02:43.638+0000: 10.150: [CMS-concurrent-abortable-preclean: 0.121/5.082 secs] [Times: user=0.24 sys=0.02, real=5.08 secs] 
2016-04-03T21:28:17.664+0000: 8744.175: [GC2016-04-03T21:28:17.664+0000: 8744.176: [ParNew: 147746K->7340K(153344K), 0.0307720 secs] 198060K->58628K(1031552K), 0.0314150 secs] [Times: user=0.06 sys=0.00, real=0.03 secs] 
2016-04-03T21:29:24.806+0000: 8811.317: [GC2016-04-03T21:29:24.806+0000: 8811.318: [ParNew: 143660K->8088K(153344K), 0.0272860 secs] 194948K->60347K(1031552K), 0.0278830 secs] [Times: user=0.05 sys=0.00, real=0.03 secs] 
2016-04-03T21:30:31.159+0000: 8877.670: [GC2016-04-03T21:30:31.159+0000: 8877.671: [ParNew: 144408K->8741K(153344K), 0.0311630 secs] 196667K->61995K(1031552K), 0.0317610 secs] [Times: user=0.05 sys=0.00, real=0.03 secs] 
2016-04-03T21:31:36.820+0000: 8943.331: [GC2016-04-03T21:31:36.820+0000: 8943.332: [ParNew: 145061K->8889K(153344K), 0.0289990 secs] 198315K->63149K(1031552K), 0.0296640 secs] [Times: user=0.05 sys=0.00, real=0.03 secs] 
2016-04-03T21:32:43.351+0000: 9009.862: [GC2016-04-03T21:32:43.351+0000: 9009.863: [ParNew: 145209K->8876K(153344K), 0.0301550 secs] 199469K->64153K(1031552K), 0.0309690 secs] [Times: user=0.06 sys=0.00, real=0.04 secs] 
2016-04-03T21:33:50.241+0000: 9076.753: [GC2016-04-03T21:33:50.242+0000: 9076.753: [ParNew: 145196K->8841K(153344K), 0.0287790 secs] 200473K->65102K(1031552K), 0.0294580 secs] [Times: user=0.04 sys=0.00, real=0.02 secs] 
2016-04-03T21:34:57.825+0000: 9144.337: [GC2016-04-03T21:34:57.826+0000: 9144.337: [ParNew: 145161K->8837K(153344K), 0.0268640 secs] 201422K->66057K(1031552K), 0.0276370 secs] [Times: user=0.06 sys=0.00, real=0.03 secs] 
2016-04-03T21:36:04.238+0000: 9210.750: [GC2016-04-03T21:36:04.238+0000: 9210.750: [ParNew: 145157K->8885K(153344K), 0.0253860 secs] 202377K->67081K(1031552K), 0.0259610 secs] [Times: user=0.05 sys=0.00, real=0.03 secs] 
2016-04-03T21:37:11.882+0000: 9278.393: [GC2016-04-03T21:37:11.882+0000: 9278.394: [ParNew: 145205K->8895K(153344K), 0.0296250 secs] 203401K->68073K(1031552K), 0.0303060 secs] [Times: user=0.05 sys=0.00, real=0.02 secs] 
2016-04-03T21:38:18.789+0000: 9345.301: [GC2016-04-03T21:38:18.790+0000: 9345.301: [ParNew: 145215K->8909K(153344K), 0.0301600 secs] 204393K->69052K(1031552K), 0.0308410 secs] [Times: user=0.05 sys=0.00, real=0.03 secs] 
2016-04-03T21:39:25.851+0000: 9412.363: [GC2016-04-03T21:39:25.851+0000: 9412.363: [ParNew: 145229K->8963K(153344K), 0.0322450 secs] 205372K->70096K(1031552K), 0.0328460 secs] [Times: user=0.06 sys=0.00, real=0.04 secs] 
2016-04-03T21:40:32.759+0000: 9479.270: [GC2016-04-03T21:40:32.759+0000: 9479.271: [ParNew: 145283K->8984K(153344K), 0.0284760 secs] 206416K->71106K(1031552K), 0.0290350 secs] [Times: user=0.06 sys=0.00, real=0.03 secs] 
2016-04-03T21:41:39.638+0000: 9546.149: [GC2016-04-03T21:41:39.638+0000: 9546.150: [ParNew: 145304K->8996K(153344K), 0.0320280 secs] 207426K->72124K(1031552K), 0.0328260 secs] [Times: user=0.07 sys=0.00, real=0.03 secs] 
2016-04-03T21:42:47.740+0000: 9614.251: [GC2016-04-03T21:42:47.740+0000: 9614.252: [ParNew: 145316K->8988K(153344K), 0.0298530 secs] 208444K->73091K(1031552K), 0.0304690 secs] [Times: user=0.06 sys=0.00, real=0.03 secs] 
2016-04-03T21:43:55.571+0000: 9682.083: [GC2016-04-03T21:43:55.572+0000: 9682.083: [ParNew: 145308K->11993K(153344K), 0.0309780 secs] 209411K->77088K(1031552K), 0.0315690 secs] [Times: user=0.07 sys=0.00, real=0.04 secs] 
2016-04-03T21:45:04.239+0000: 9750.750: [GC2016-04-03T21:45:04.239+0000: 9750.751: [ParNew: 148313K->7513K(153344K), 0.0291360 secs] 213408K->73617K(1031552K), 0.0299520 secs] [Times: user=0.06 sys=0.00, real=0.03 secs] 
2016-04-03T21:46:13.782+0000: 9820.294: [GC2016-04-03T21:46:13.783+0000: 9820.294: [ParNew: 143833K->10913K(153344K), 0.0313190 secs] 209937K->78017K(1031552K), 0.0319440 secs] [Times: user=0.05 sys=0.00, real=0.03 secs] 
2016-04-03T21:47:21.189+0000: 9887.701: [GC2016-04-03T21:47:21.190+0000: 9887.702: [ParNew: 147233K->7286K(153344K), 0.0310680 secs] 214337K->75388K(1031552K), 0.0319970 secs] [Times: user=0.05 sys=0.00, real=0.04 secs] 
2016-04-03T21:48:28.456+0000: 9954.968: [GC2016-04-03T21:48:28.457+0000: 9954.968: [ParNew: 143606K->10976K(153344K), 0.0323680 secs] 211708K->80072K(1031552K), 0.0329900 secs] [Times: user=0.06 sys=0.00, real=0.03 secs] 
2016-04-03T21:49:37.358+0000: 10023.870: [GC2016-04-03T21:49:37.359+0000: 10023.870: [ParNew: 147296K->7331K(153344K), 0.0295410 secs] 216392K->77414K(1031552K), 0.0301980 secs] [Times: user=0.05 sys=0.00, real=0.03 secs] 
2016-04-03T21:50:44.239+0000: 10090.751: [GC2016-04-03T21:50:44.239+0000: 10090.751: [ParNew: 143651K->11068K(153344K), 0.0280600 secs] 213734K->82164K(1031552K), 0.0287070 secs] [Times: user=0.06 sys=0.00, real=0.03 secs] 
2016-04-03T21:51:51.090+0000: 10157.601: [GC2016-04-03T21:51:51.090+0000: 10157.602: [ParNew: 147388K->7403K(153344K), 0.0274740 secs] 218484K->79514K(1031552K), 0.0282330 secs] [Times: user=0.06 sys=0.00, real=0.03 secs] 
2016-04-03T21:52:57.026+0000: 10223.537: [GC2016-04-03T21:52:57.026+0000: 10223.538: [ParNew: 143723K->11125K(153344K), 0.0310570 secs] 215834K->84290K(1031552K), 0.0316000 secs] [Times: user=0.06 sys=0.00, real=0.03 secs] 
2016-04-03T21:54:02.664+0000: 10289.176: [GC2016-04-03T21:54:02.665+0000: 10289.176: [ParNew: 147445K->7389K(153344K), 0.0440600 secs] 220610K->81580K(1031552K), 0.0448000 secs] [Times: user=0.09 sys=0.00, real=0.04 secs] 
2016-04-03T21:55:09.152+0000: 10355.663: [GC2016-04-03T21:55:09.152+0000: 10355.664: [ParNew: 143709K->11000K(153344K), 0.0406660 secs] 217900K->86197K(1031552K), 0.0411750 secs] [Times: user=0.07 sys=0.00, real=0.05 secs] 
2016-04-03T21:56:16.815+0000: 10423.326: [GC2016-04-03T21:56:16.815+0000: 10423.326: [ParNew: 147320K->7320K(153344K), 0.0313930 secs] 222517K->83545K(1031552K), 0.0320300 secs] [Times: user=0.06 sys=0.00, real=0.03 secs] 
2016-04-03T21:57:23.712+0000: 10490.224: [GC2016-04-03T21:57:23.713+0000: 10490.224: [ParNew: 143640K->10946K(153344K), 0.0319930 secs] 219865K->88210K(1031552K), 0.0327070 secs] [Times: user=0.06 sys=0.00, real=0.04 secs] 
2016-04-03T21:58:29.884+0000: 10556.395: [GC2016-04-03T21:58:29.884+0000: 10556.396: [ParNew: 147266K->7289K(153344K), 0.0263650 secs] 224530K->85573K(1031552K), 0.0269700 secs] [Times: user=0.06 sys=0.00, real=0.02 secs] 
2016-04-03T21:59:36.880+0000: 10623.392: [GC2016-04-03T21:59:36.880+0000: 10623.392: [ParNew: 143609K->10930K(153344K), 0.0321070 secs] 221893K->90226K(1031552K), 0.0327360 secs] [Times: user=0.06 sys=0.00, real=0.04 secs] 
2016-04-03T22:00:44.238+0000: 10690.750: [GC2016-04-03T22:00:44.239+0000: 10690.750: [ParNew: 147250K->7271K(153344K), 0.0398590 secs] 226546K->87552K(1031552K), 0.0405560 secs] [Times: user=0.08 sys=0.00, real=0.04 secs] 
2016-04-03T22:01:51.844+0000: 10758.355: [GC2016-04-03T22:01:51.844+0000: 10758.356: [ParNew: 143591K->8187K(153344K), 0.0342070 secs] 223872K->89472K(1031552K), 0.0348060 secs] [Times: user=0.05 sys=0.00, real=0.03 secs] 
2016-04-03T22:02:59.075+0000: 10825.587: [GC2016-04-03T22:02:59.076+0000: 10825.587: [ParNew: 144507K->8880K(153344K), 0.0272860 secs] 225792K->91179K(1031552K), 0.0283430 secs] [Times: user=0.05 sys=0.01, real=0.03 secs] 
2016-04-03T22:04:08.268+0000: 10894.780: [GC2016-04-03T22:04:08.268+0000: 10894.780: [ParNew: 145200K->9078K(153344K), 0.0296500 secs] 227499K->92407K(1031552K), 0.0303080 secs] [Times: user=0.06 sys=0.00, real=0.03 secs] 
2016-04-03T22:05:17.062+0000: 10963.573: [GC2016-04-03T22:05:17.062+0000: 10963.574: [ParNew: 145398K->9126K(153344K), 0.0290130 secs] 228727K->93478K(1031552K), 0.0296910 secs] [Times: user=0.07 sys=0.00, real=0.02 secs] 
2016-04-03T22:06:25.404+0000: 11031.916: [GC2016-04-03T22:06:25.404+0000: 11031.916: [ParNew: 145446K->9140K(153344K), 0.0389940 secs] 229798K->94484K(1031552K), 0.0396200 secs] [Times: user=0.07 sys=0.00, real=0.04 secs] 
2016-04-03T22:07:32.511+0000: 11099.022: [GC2016-04-03T22:07:32.511+0000: 11099.023: [ParNew: 145460K->9183K(153344K), 0.0262060 secs] 230804K->95526K(1031552K), 0.0268710 secs] [Times: user=0.05 sys=0.00, real=0.03 secs] 
2016-04-03T22:08:37.948+0000: 11164.459: [GC2016-04-03T22:08:37.948+0000: 11164.460: [ParNew: 145503K->12303K(153344K), 0.0292800 secs] 231846K->99651K(1031552K), 0.0299110 secs] [Times: user=0.05 sys=0.00, real=0.03 secs] 
2016-04-03T22:09:43.674+0000: 11230.186: [GC2016-04-03T22:09:43.674+0000: 11230.186: [ParNew: 148623K->7960K(153344K), 0.0284760 secs] 235971K->96342K(1031552K), 0.0291240 secs] [Times: user=0.05 sys=0.00, real=0.03 secs] 
2016-04-03T22:10:49.101+0000: 11295.612: [GC2016-04-03T22:10:49.101+0000: 11295.613: [ParNew: 144280K->5191K(153344K), 0.0244590 secs] 232662K->94603K(1031552K), 0.0252630 secs] [Times: user=0.04 sys=0.00, real=0.03 secs] 
2016-04-03T22:11:55.463+0000: 11361.974: [GC2016-04-03T22:11:55.463+0000: 11361.975: [ParNew: 141511K->4724K(153344K), 0.0198460 secs] 230923K->95162K(1031552K), 0.0205090 secs] [Times: user=0.05 sys=0.00, real=0.02 secs] 
2016-04-03T22:13:02.392+0000: 11428.903: [GC2016-04-03T22:13:02.392+0000: 11428.904: [ParNew: 141044K->3838K(153344K), 0.1999210 secs] 231482K->95302K(1031552K), 0.2004030 secs] [Times: user=0.21 sys=0.09, real=0.20 secs] 
2016-04-03T22:14:10.880+0000: 11497.392: [GC2016-04-03T22:14:10.880+0000: 11497.392: [ParNew: 140158K->2851K(153344K), 0.0161640 secs] 231622K->95345K(1031552K), 0.0168570 secs] [Times: user=0.03 sys=0.00, real=0.02 secs] 
2016-04-03T22:15:17.654+0000: 11564.165: [GC2016-04-03T22:15:17.654+0000: 11564.166: [ParNew: 139171K->1271K(153344K), 0.0145740 secs] 231665K->94401K(1031552K), 0.0152270 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
2016-04-03T22:16:25.175+0000: 11631.686: [GC2016-04-03T22:16:25.175+0000: 11631.687: [ParNew: 137591K->1433K(153344K), 0.0144290 secs] 230721K->94684K(1031552K), 0.0149680 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
2016-04-03T22:17:32.916+0000: 11699.427: [GC2016-04-03T22:17:32.916+0000: 11699.428: [ParNew: 137753K->2380K(153344K), 0.0205300 secs] 231004K->95637K(1031552K), 0.0215160 secs] [Times: user=0.04 sys=0.00, real=0.02 secs] 
2016-04-03T22:18:40.572+0000: 11767.084: [GC2016-04-03T22:18:40.573+0000: 11767.084: [ParNew: 138700K->3635K(153344K), 0.0181130 secs] 231957K->96905K(1031552K), 0.0190170 secs] [Times: user=0.03 sys=0.00, real=0.02 secs] 
2016-04-03T22:19:48.210+0000: 11834.722: [GC2016-04-03T22:19:48.210+0000: 11834.722: [ParNew: 139955K->5296K(153344K), 0.0177050 secs] 233225K->98601K(1031552K), 0.0184070 secs] [Times: user=0.04 sys=0.00, real=0.02 secs] 
2016-04-03T22:20:57.608+0000: 11904.120: [GC2016-04-03T22:20:57.609+0000: 11904.120: [ParNew: 141616K->7085K(153344K), 0.0266770 secs] 234921K->100485K(1031552K), 0.0273160 secs] [Times: user=0.05 sys=0.00, real=0.03 secs] 
2016-04-03T22:22:09.112+0000: 11975.624: [GC2016-04-03T22:22:09.112+0000: 11975.624: [ParNew: 143405K->8851K(153344K), 0.0243520 secs] 236805K->102507K(1031552K), 0.0249910 secs] [Times: user=0.05 sys=0.00, real=0.03 secs] 
2016-04-03T22:23:18.802+0000: 12045.314: [GC2016-04-03T22:23:18.803+0000: 12045.314: [ParNew: 145171K->10397K(153344K), 0.0373190 secs] 238827K->104730K(1031552K), 0.0379370 secs] [Times: user=0.07 sys=0.00, real=0.03 secs] 
2016-04-03T22:24:28.455+0000: 12114.967: [GC2016-04-03T22:24:28.456+0000: 12114.967: [ParNew: 146717K->6947K(153344K), 0.0299460 secs] 241050K->102128K(1031552K), 0.0306190 secs] [Times: user=0.06 sys=0.00, real=0.03 secs] 
2016-04-03T22:25:35.453+0000: 12181.965: [GC2016-04-03T22:25:35.454+0000: 12181.965: [ParNew: 143267K->8009K(153344K), 0.0285250 secs] 238448K->104120K(1031552K), 0.0291670 secs] [Times: user=0.04 sys=0.01, real=0.03 secs] 
2016-04-03T22:26:41.754+0000: 12248.265: [GC2016-04-03T22:26:41.754+0000: 12248.266: [ParNew: 144329K->8774K(153344K), 0.0260310 secs] 240440K->105848K(1031552K), 0.0267840 secs] [Times: user=0.05 sys=0.00, real=0.02 secs] 
2016-04-03T22:27:47.436+0000: 12313.948: [GC2016-04-03T22:27:47.436+0000: 12313.948: [ParNew: 145094K->8993K(153344K), 0.0288840 secs] 242168K->107051K(1031552K), 0.0294520 secs] [Times: user=0.06 sys=0.00, real=0.03 secs] 
2016-04-03T22:28:53.448+0000: 12379.959: [GC2016-04-03T22:28:53.448+0000: 12379.960: [ParNew: 145313K->9042K(153344K), 0.0350460 secs] 243371K->108096K(1031552K), 0.0357460 secs] [Times: user=0.06 sys=0.00, real=0.04 secs] 
2016-04-03T22:29:59.866+0000: 12446.378: [GC2016-04-03T22:29:59.866+0000: 12446.378: [ParNew: 145362K->9017K(153344K), 0.0302670 secs] 244416K->109091K(1031552K), 0.0310720 secs] [Times: user=0.05 sys=0.00, real=0.03 secs] 
2016-04-03T22:31:08.011+0000: 12514.522: [GC2016-04-03T22:31:08.011+0000: 12514.523: [ParNew: 145337K->8937K(153344K), 0.0280420 secs] 245411K->110030K(1031552K), 0.0288610 secs] [Times: user=0.05 sys=0.00, real=0.03 secs] 
2016-04-03T22:32:14.159+0000: 12580.671: [GC2016-04-03T22:32:14.159+0000: 12580.671: [ParNew: 145257K->8873K(153344K), 0.0316380 secs] 246350K->110964K(1031552K), 0.0322700 secs] [Times: user=0.05 sys=0.01, real=0.03 secs] 
2016-04-03T22:33:20.252+0000: 12646.764: [GC2016-04-03T22:33:20.252+0000: 12646.764: [ParNew: 145193K->8849K(153344K), 0.0493980 secs] 247284K->111933K(1031552K), 0.0500950 secs] [Times: user=0.05 sys=0.00, real=0.06 secs] 
2016-04-03T22:34:27.087+0000: 12713.598: [GC2016-04-03T22:34:27.088+0000: 12713.599: [ParNew: 145169K->8844K(153344K), 0.0396800 secs] 248253K->112903K(1031552K), 0.0409950 secs] [Times: user=0.08 sys=0.00, real=0.04 secs] 
2016-04-03T22:35:32.522+0000: 12779.033: [GC2016-04-03T22:35:32.522+0000: 12779.034: [ParNew: 145164K->8860K(153344K), 0.0396210 secs] 249223K->113886K(1031552K), 0.0405150 secs] [Times: user=0.06 sys=0.00, real=0.04 secs] 
2016-04-03T22:36:38.587+0000: 12845.099: [GC2016-04-03T22:36:38.587+0000: 12845.099: [ParNew: 145180K->8886K(153344K), 0.0369730 secs] 250206K->114867K(1031552K), 0.0376400 secs] [Times: user=0.05 sys=0.01, real=0.04 secs] 
2016-04-03T22:37:44.690+0000: 12911.202: [GC2016-04-03T22:37:44.690+0000: 12911.202: [ParNew: 145206K->8934K(153344K), 0.0297220 secs] 251187K->115903K(1031552K), 0.0303930 secs] [Times: user=0.06 sys=0.00, real=0.03 secs] 
2016-04-03T22:38:50.817+0000: 12977.329: [GC2016-04-03T22:38:50.818+0000: 12977.330: [ParNew: 145254K->8961K(153344K), 0.0305090 secs] 252223K->116924K(1031552K), 0.0315450 secs] [Times: user=0.05 sys=0.01, real=0.03 secs] 
2016-04-03T22:39:57.833+0000: 13044.344: [GC2016-04-03T22:39:57.833+0000: 13044.345: [ParNew: 145281K->8951K(153344K), 0.0333090 secs] 253244K->117906K(1031552K), 0.0341410 secs] [Times: user=0.07 sys=0.00, real=0.04 secs] 
2016-04-03T22:41:06.092+0000: 13112.604: [GC2016-04-03T22:41:06.092+0000: 13112.604: [ParNew: 145271K->8946K(153344K), 0.0308470 secs] 254226K->118889K(1031552K), 0.0314730 secs] [Times: user=0.06 sys=0.00, real=0.04 secs] 
2016-04-03T22:42:13.682+0000: 13180.193: [GC2016-04-03T22:42:13.682+0000: 13180.194: [ParNew: 145266K->8945K(153344K), 0.0304130 secs] 255209K->119875K(1031552K), 0.0310720 secs] [Times: user=0.07 sys=0.00, real=0.03 secs] 
2016-04-03T22:43:20.657+0000: 13247.169: [GC2016-04-03T22:43:20.657+0000: 13247.169: [ParNew: 145265K->8955K(153344K), 0.0407150 secs] 256195K->120877K(1031552K), 0.0414590 secs] [Times: user=0.07 sys=0.00, real=0.04 secs] 
2016-04-03T22:44:26.951+0000: 13313.462: [GC2016-04-03T22:44:26.951+0000: 13313.463: [ParNew: 145275K->8970K(153344K), 0.0287780 secs] 257197K->121894K(1031552K), 0.0296120 secs] [Times: user=0.06 sys=0.00, real=0.03 secs] 
2016-04-03T22:45:33.265+0000: 13379.777: [GC2016-04-03T22:45:33.266+0000: 13379.777: [ParNew: 145290K->8956K(153344K), 0.0280520 secs] 258214K->122861K(1031552K), 0.0286630 secs] [Times: user=0.06 sys=0.00, real=0.03 secs] 
2016-04-03T22:46:39.238+0000: 13445.750: [GC2016-04-03T22:46:39.238+0000: 13445.750: [ParNew: 145276K->8970K(153344K), 0.0252990 secs] 259181K->123862K(1031552K), 0.0260440 secs] [Times: user=0.05 sys=0.00, real=0.03 secs] 
2016-04-03T22:47:46.197+0000: 13512.709: [GC2016-04-03T22:47:46.198+0000: 13512.709: [ParNew: 145290K->8989K(153344K), 0.0281930 secs] 260182K->124870K(1031552K), 0.0288530 secs] [Times: user=0.05 sys=0.00, real=0.03 secs] 
2016-04-03T22:48:52.609+0000: 13579.121: [GC2016-04-03T22:48:52.609+0000: 13579.121: [ParNew: 145309K->9009K(153344K), 0.0313000 secs] 261190K->125890K(1031552K), 0.0320310 secs] [Times: user=0.06 sys=0.01, real=0.04 secs] 
2016-04-03T22:49:59.238+0000: 13645.750: [GC2016-04-03T22:49:59.238+0000: 13645.750: [ParNew: 145329K->9015K(153344K), 0.0294270 secs] 262210K->126900K(1031552K), 0.0301050 secs] [Times: user=0.06 sys=0.00, real=0.03 secs] 
2016-04-03T22:51:06.735+0000: 13713.247: [GC2016-04-03T22:51:06.735+0000: 13713.247: [ParNew: 145335K->9029K(153344K), 0.0320630 secs] 263220K->127903K(1031552K), 0.0327430 secs] [Times: user=0.06 sys=0.00, real=0.03 secs] 
2016-04-03T22:52:12.277+0000: 13778.788: [GC2016-04-03T22:52:12.277+0000: 13778.789: [ParNew: 145349K->9040K(153344K), 0.0271200 secs] 264223K->128910K(1031552K), 0.0278310 secs] [Times: user=0.06 sys=0.00, real=0.03 secs] 
2016-04-03T22:53:17.669+0000: 13844.181: [GC2016-04-03T22:53:17.670+0000: 13844.181: [ParNew: 145360K->9054K(153344K), 0.0298090 secs] 265230K->129924K(1031552K), 0.0304870 secs] [Times: user=0.05 sys=0.00, real=0.03 secs] 
2016-04-03T22:54:25.805+0000: 13912.317: [GC2016-04-03T22:54:25.806+0000: 13912.317: [ParNew: 145374K->9022K(153344K), 0.0273690 secs] 266244K->130895K(1031552K), 0.0280690 secs] [Times: user=0.06 sys=0.00, real=0.03 secs] 
2016-04-03T22:55:34.311+0000: 13980.823: [GC2016-04-03T22:55:34.312+0000: 13980.823: [ParNew: 145342K->9013K(153344K), 0.0284370 secs] 267215K->131887K(1031552K), 0.0290140 secs] [Times: user=0.06 sys=0.00, real=0.03 secs] 
2016-04-03T22:56:43.058+0000: 14049.569: [GC2016-04-03T22:56:43.058+0000: 14049.570: [ParNew: 145333K->9019K(153344K), 0.0281390 secs] 268207K->132910K(1031552K), 0.0288200 secs] [Times: user=0.05 sys=0.00, real=0.03 secs] 
2016-04-03T22:57:54.050+0000: 14120.561: [GC2016-04-03T22:57:54.050+0000: 14120.562: [ParNew: 145339K->9049K(153344K), 0.0283120 secs] 269230K->133936K(1031552K), 0.0291810 secs] [Times: user=0.05 sys=0.00, real=0.03 secs] 
2016-04-03T22:59:02.664+0000: 14189.175: [GC2016-04-03T22:59:02.665+0000: 14189.177: [ParNew: 145369K->9113K(153344K), 0.0267650 secs] 270256K->135006K(1031552K), 0.0286510 secs] [Times: user=0.05 sys=0.00, real=0.02 secs] 
2016-04-03T23:00:09.788+0000: 14256.300: [GC2016-04-03T23:00:09.789+0000: 14256.300: [ParNew: 145433K->9183K(153344K), 0.0427650 secs] 271326K->136046K(1031552K), 0.0433940 secs] [Times: user=0.08 sys=0.00, real=0.04 secs] 
2016-04-03T23:01:16.727+0000: 14323.239: [GC2016-04-03T23:01:16.728+0000: 14323.239: [ParNew: 145503K->9270K(153344K), 0.0365030 secs] 272366K->137136K(1031552K), 0.0372420 secs] [Times: user=0.06 sys=0.01, real=0.04 secs] 
2016-04-03T23:02:25.136+0000: 14391.648: [GC2016-04-03T23:02:25.136+0000: 14391.648: [ParNew: 145590K->9307K(153344K), 0.0293190 secs] 273456K->138183K(1031552K), 0.0299670 secs] [Times: user=0.06 sys=0.00, real=0.03 secs] 
2016-04-03T23:03:33.626+0000: 14460.137: [GC2016-04-03T23:03:33.626+0000: 14460.138: [ParNew: 145627K->9347K(153344K), 0.1131550 secs] 274503K->139292K(1031552K), 0.1138360 secs] [Times: user=0.14 sys=0.03, real=0.11 secs] 
2016-04-03T23:04:43.196+0000: 14529.707: [GC2016-04-03T23:04:43.196+0000: 14529.708: [ParNew: 145667K->9322K(153344K), 0.0382930 secs] 275612K->140312K(1031552K), 0.0389990 secs] [Times: user=0.07 sys=0.00, real=0.04 secs] 
2016-04-03T23:05:51.456+0000: 14597.968: [GC2016-04-03T23:05:51.456+0000: 14597.968: [ParNew: 145642K->9318K(153344K), 0.0345560 secs] 276632K->141363K(1031552K), 0.0352470 secs] [Times: user=0.07 sys=0.00, real=0.03 secs] 
2016-04-03T23:06:59.649+0000: 14666.161: [GC2016-04-03T23:06:59.650+0000: 14666.161: [ParNew: 145638K->9283K(153344K), 0.0372470 secs] 277683K->142359K(1031552K), 0.0379350 secs] [Times: user=0.08 sys=0.00, real=0.04 secs] 
2016-04-03T23:08:08.378+0000: 14734.889: [GC2016-04-03T23:08:08.378+0000: 14734.890: [ParNew: 145603K->12362K(153344K), 0.0282850 secs] 278679K->146454K(1031552K), 0.0290430 secs] [Times: user=0.05 sys=0.00, real=0.03 secs] 
2016-04-03T23:27:26.219+0000: 15892.731: [GC2016-04-03T23:27:26.220+0000: 15892.732: [ParNew: 148682K->8400K(153344K), 0.0501350 secs] 282774K->143549K(1031552K), 0.0515520 secs] [Times: user=0.07 sys=0.00, real=0.05 secs] 
2016-04-03T23:35:41.722+0000: 16388.234: [GC2016-04-03T23:35:41.723+0000: 16388.234: [ParNew: 144720K->8689K(153344K), 0.0337770 secs] 279869K->144852K(1031552K), 0.0345460 secs] [Times: user=0.07 sys=0.00, real=0.03 secs] 
2016-04-03T23:36:52.855+0000: 16459.367: [GC2016-04-03T23:36:52.856+0000: 16459.367: [ParNew: 145009K->5572K(153344K), 0.0264370 secs] 281172K->142779K(1031552K), 0.0271210 secs] [Times: user=0.04 sys=0.00, real=0.03 secs] 
2016-04-03T23:37:59.238+0000: 16525.750: [GC2016-04-03T23:37:59.239+0000: 16525.750: [ParNew: 141892K->4754K(153344K), 0.0237680 secs] 279099K->142988K(1031552K), 0.0244770 secs] [Times: user=0.04 sys=0.00, real=0.03 secs] 
2016-04-03T23:39:05.909+0000: 16592.421: [GC2016-04-03T23:39:05.910+0000: 16592.422: [ParNew: 141074K->3780K(153344K), 0.0266650 secs] 279308K->143042K(1031552K), 0.0274240 secs] [Times: user=0.05 sys=0.00, real=0.03 secs] 
2016-04-03T23:40:12.553+0000: 16659.065: [GC2016-04-03T23:40:12.554+0000: 16659.065: [ParNew: 140100K->2770K(153344K), 0.0189010 secs] 279362K->143158K(1031552K), 0.0196190 secs] [Times: user=0.02 sys=0.00, real=0.02 secs] 
2016-04-03T23:41:21.053+0000: 16727.565: [GC2016-04-03T23:41:21.054+0000: 16727.565: [ParNew: 139090K->1773K(153344K), 0.0142920 secs] 279478K->142354K(1031552K), 0.0148270 secs] [Times: user=0.02 sys=0.00, real=0.01 secs] 
2016-04-03T23:42:29.557+0000: 16796.069: [GC2016-04-03T23:42:29.558+0000: 16796.069: [ParNew: 138093K->1132K(153344K), 0.0139380 secs] 278674K->142106K(1031552K), 0.0145740 secs] [Times: user=0.02 sys=0.00, real=0.01 secs] 
2016-04-03T23:43:38.309+0000: 16864.820: [GC2016-04-03T23:43:38.309+0000: 16864.821: [ParNew: 137452K->1249K(153344K), 0.0092640 secs] 278426K->142225K(1031552K), 0.0099400 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
